disease,drug,true_label,prediction,dataset
ICD10-J15.8,CID-43708,1.0,0.8821987509727478,train
ICD10-C85.1,CID-11957582,0.0,0.2877274453639984,train
ICD10-I44.1,CID-5311064,1.0,0.9963577389717102,train
ICD10-M23.0,CID-5090,1.0,0.9958087205886841,train
ICD10-I65,CID-5362116,1.0,0.9991248250007629,train
ICD10-G40.4,CID-1775,1.0,0.9571208357810974,train
ICD10-IX,CID-44201349,0.0,0.060144033282995224,train
ICD10-B51.0,CID-9571037,1.0,0.9877158999443054,train
ICD10-I86.3,CID-443873,1.0,0.998650848865509,train
ICD10-I07.1,CID-71306834,0.0,0.00449218088760972,train
ICD10-I95.1,CID-4614,0.0,0.024822121486067772,train
ICD10-I70.0,CID-4826,0.0,0.007671698462218046,train
ICD10-B50,CID-5284371,0.0,0.019486144185066223,train
ICD10-I89.1,CID-3741,1.0,0.9972144961357117,train
ICD10-I97.0,CID-3698,1.0,0.9974295496940613,train
ICD10-B66.3,CID-2082,1.0,0.9965260624885559,train
ICD10-F32.9,CID-53316721,1.0,0.1453120857477188,train
ICD10-E51.8,CID-1051,1.0,0.9968575239181519,train
ICD10-T78.2,CID-3957,1.0,0.9505324959754944,train
ICD10-K83.2,CID-123707,0.0,0.007091923616826534,train
ICD10-C69.6,CID-3290,0.0,0.018327565863728523,train
ICD10-C88.4,CID-2391,0.0,0.08999264240264893,train
ICD10-I81,CID-5362116,1.0,0.9989352822303772,train
ICD10-E05,CID-3038502,0.0,0.008996331132948399,train
ICD10-M11.8,CID-5576,0.0,0.003163160290569067,train
ICD10-E56.1,CID-5280489,1.0,0.990970253944397,train
ICD10-E56.1,CID-5461108,1.0,0.9889334440231323,train
ICD10-E27.5,CID-4413,0.0,0.023748919367790222,train
ICD10-I83.0,CID-60823,1.0,0.9974532723426819,train
ICD10-J20.4,CID-5282219,1.0,0.9777976274490356,train
ICD10-I77.8,CID-70693500,0.0,0.002752223750576377,train
ICD10-E80.1,CID-221493,1.0,0.9952046871185303,train
ICD10-I05.2,CID-16129704,0.0,0.015089435502886772,train
ICD10-M85.8,CID-60852,1.0,0.8792868852615356,train
ICD10-B74.1,CID-3476,0.0,0.012425517663359642,train
ICD10-K86,CID-4097,1.0,0.9313991069793701,train
ICD10-I25.1,CID-5311064,1.0,0.9952217936515808,train
ICD10-I25.4,CID-4116,0.0,0.012393282726407051,train
ICD10-I39.0,CID-64929,1.0,0.9971687197685242,train
ICD10-E78.8,CID-221493,1.0,0.9950966238975525,train
ICD10-J70,CID-5282219,1.0,0.9889468550682068,train
ICD10-I31.1,CID-5411,0.0,0.006251790560781956,train
ICD10-O03.5,CID-4612,0.0,0.008334572426974773,train
ICD10-F34.1,CID-5281104,0.0,0.006555843632668257,train
ICD10-I44.0,CID-3741,1.0,0.9962332844734192,train
ICD10-H18,CID-3608,1.0,0.9931812882423401,train
ICD10-B48.8,CID-2802,0.0,0.01459407340735197,train
ICD10-C50,CID-3034010,0.0,0.0785379633307457,train
ICD10-B76,CID-10531,0.0,0.005121043883264065,train
ICD10-I42.7,CID-2244,1.0,0.9939760565757751,train
ICD10-F81.0,CID-154100,1.0,0.9952774047851562,train
ICD10-I10,CID-65999,1.0,0.3496934473514557,train
ICD10-F32.9,CID-4205,1.0,0.8926571607589722,train
ICD10-F32.2,CID-54676228,0.0,0.2200719118118286,train
ICD10-M93.0,CID-5656,0.0,0.12830482423305511,train
ICD10-M24.8,CID-441477,1.0,0.9950385689735413,train
ICD10-I30.8,CID-9294,0.0,0.005081143230199814,train
ICD10-K80.3,CID-121396,0.0,0.2624928057193756,train
ICD10-I31.2,CID-51634,0.0,0.00854476261883974,train
ICD10-I97,CID-134780,0.0,0.005793801974505186,train
ICD10-I20.0,CID-71616,0.0,0.0035699002910405397,train
ICD10-H47.6,CID-2216,1.0,0.04672161489725113,train
ICD10-C92.1,CID-224004,0.0,0.032567113637924194,train
ICD10-G40.0,CID-2789,1.0,0.9963333606719971,train
ICD10-B79,CID-460612,0.0,0.036578986793756485,train
ICD10-F20,CID-3016,0.0,0.7971343398094177,train
ICD10-E89.6,CID-5656,0.0,0.0023505690041929483,train
ICD10-I31.3,CID-3741,1.0,0.9960817694664001,train
ICD10-B50.0,CID-3034034,1.0,0.9799188375473022,train
ICD10-I77.8,CID-44112,0.0,0.009394844062626362,train
ICD10-E66,CID-107970,0.0,0.15873020887374878,train
ICD10-I12,CID-11954381,1.0,0.9935802221298218,train
ICD10-I07.2,CID-5362119,0.0,0.09007710963487625,train
ICD10-C90,CID-23668825,0.0,0.015306872315704823,train
ICD10-G52.1,CID-9924495,1.0,0.988437831401825,train
ICD10-F33,CID-16218860,0.0,0.012966375797986984,train
ICD10-I85.9,CID-3440,0.0,0.004152058158069849,train
ICD10-M45,CID-2576,1.0,0.9834697842597961,train
ICD10-E11,CID-4091,1.0,0.9566235542297363,train
ICD10-K05.6,CID-54671203,1.0,0.11042133718729019,train
ICD10-I80.0,CID-1176,0.0,0.004327063914388418,train
ICD10-I45.4,CID-5311064,1.0,0.9973360896110535,train
ICD10-N34.0,CID-5328,1.0,0.8644446730613708,train
ICD10-C81.1,CID-152688,1.0,0.9935944676399231,train
ICD10-I11,CID-65477,0.0,0.06742963939905167,train
ICD10-E80.5,CID-5458180,1.0,0.9968748092651367,train
ICD10-I34.2,CID-3608,0.0,0.004592470359057188,train
ICD10-I15,CID-5311017,0.0,0.8602542281150818,train
ICD10-F93.0,CID-656583,0.0,0.009412861429154873,train
ICD10-C86.5,CID-3372,0.0,0.004351301584392786,train
ICD10-E50.2,CID-135402045,1.0,0.9986275434494019,train
ICD10-J15.1,CID-15951529,0.0,0.014746193774044514,train
ICD10-J00,CID-11291,1.0,0.9247552156448364,train
ICD10-E80.6,CID-23725625,0.0,0.003036746522411704,train
ICD10-I21.4,CID-5719,0.0,0.036821652203798294,train
ICD10-T63.4,CID-5587,1.0,0.47979772090911865,train
ICD10-L29.0,CID-23724530,0.0,0.009233903139829636,train
ICD10-E83.8,CID-444008,1.0,0.9982367753982544,train
ICD10-I44.1,CID-3698,1.0,0.9956583976745605,train
ICD10-I50.1,CID-156320,1.0,0.9964303374290466,train
ICD10-C90.3,CID-49803313,1.0,0.9974647760391235,train
ICD10-M14.6,CID-3001055,0.0,0.009304855018854141,train
ICD10-I49.5,CID-24847878,0.0,0.004512159153819084,train
ICD10-B65.0,CID-3394,0.0,0.009017781354486942,train
ICD10-K82.0,CID-3657,0.0,0.05598796159029007,train
ICD10-I47,CID-3005573,0.0,0.020853333175182343,train
ICD10-E72.4,CID-636369,1.0,0.9965553283691406,train
ICD10-I50.1,CID-2724385,1.0,0.9939888715744019,train
ICD10-C86.2,CID-30323,1.0,0.9983500242233276,train
ICD10-G54.1,CID-4497,0.0,0.00986341293901205,train
ICD10-E71.2,CID-3386,0.0,0.004361530765891075,train
ICD10-M72,CID-2218,0.0,0.003893681336194277,train
ICD10-I71,CID-68617,0.0,0.008890027180314064,train
ICD10-C82.6,CID-439299,1.0,0.9985353946685791,train
ICD10-H40.1,CID-5311027,0.0,0.22114427387714386,train
ICD10-F06.7,CID-5282379,0.0,0.012185422703623772,train
ICD10-H40.1,CID-3295,1.0,0.9395445585250854,train
ICD10-C84.6,CID-6726,0.0,0.008529252372682095,train
ICD10-B66,CID-708857,1.0,0.9955078363418579,train
ICD10-F33.8,CID-5324346,1.0,0.9982122182846069,train
ICD10-B66.2,CID-4891,1.0,0.9885082840919495,train
ICD10-I42.4,CID-6082,0.0,0.011301125399768353,train
ICD10-Q82.0,CID-3007,0.0,0.004390124697238207,train
ICD10-E52,CID-6083,1.0,0.9813838601112366,train
ICD10-I71.2,CID-948,0.0,0.00866080354899168,train
ICD10-N36.1,CID-1990,1.0,0.9645864367485046,train
ICD10-J30,CID-8784,0.0,0.07834756374359131,train
ICD10-F34.1,CID-60648,0.0,0.9691715240478516,train
ICD10-C86.1,CID-216210,0.0,0.0030029050540179014,train
ICD10-B53.0,CID-83927,0.0,0.020313037559390068,train
ICD10-C71,CID-2578,1.0,0.9947092533111572,train
ICD10-C69.0,CID-55483,0.0,0.025821805000305176,train
ICD10-I26,CID-71329,0.0,0.033907316625118256,train
ICD10-I50,CID-28620,1.0,0.24064379930496216,train
ICD10-C69.6,CID-76943386,0.0,0.060269929468631744,train
ICD10-N80,CID-24785956,1.0,0.9016870856285095,train
ICD10-I45.4,CID-12668023,0.0,0.003536576870828867,train
ICD10-A39.8,CID-31338,0.0,0.03910891339182854,train
ICD10-G40.0,CID-126565,0.0,0.09757380932569504,train
ICD10-I31.1,CID-2159,0.0,0.005325133912265301,train
ICD10-K85.2,CID-5282430,1.0,0.9800488948822021,train
ICD10-E07.1,CID-5238,1.0,0.9939337372779846,train
ICD10-A52.8,CID-2707,0.0,0.07640647143125534,train
ICD10-E55.0,CID-5452,0.0,0.013168714940547943,train
ICD10-F32.8,CID-5482,0.0,0.017409924417734146,train
ICD10-B36.3,CID-657237,0.0,0.01271282322704792,train
ICD10-I23.1,CID-9568614,1.0,0.998684823513031,train
ICD10-I15,CID-5362124,1.0,0.7240045666694641,train
ICD10-K83.1,CID-4940,0.0,0.019595937803387642,train
ICD10-I47.2,CID-5587,0.0,0.0032697299029678106,train
ICD10-N48.4,CID-5280723,1.0,0.997380793094635,train
ICD10-I36.1,CID-10184653,0.0,0.0027135552372783422,train
ICD10-F50,CID-297,0.0,0.041672851890325546,train
ICD10-E24,CID-16132344,1.0,0.04793567582964897,train
ICD10-I24.0,CID-2431,0.0,0.01155169028788805,train
ICD10-E05.3,CID-9296,0.0,0.007644155994057655,train
ICD10-C94,CID-9829523,1.0,0.9947245717048645,train
ICD10-E14,CID-53232,0.0,0.07977189123630524,train
ICD10-L92.2,CID-443943,1.0,0.997632622718811,train
ICD10-I39.3,CID-72722243,0.0,0.003221675753593445,train
ICD10-I50.1,CID-6883,1.0,0.01675400324165821,train
ICD10-I37.0,CID-16004692,1.0,0.9987492561340332,train
ICD10-E50.1,CID-135398658,1.0,0.9959796667098999,train
ICD10-C86.2,CID-135398658,0.0,0.07057613879442215,train
ICD10-I40.0,CID-60825,0.0,0.004724997095763683,train
ICD10-R52,CID-4058,1.0,0.6704376935958862,train
ICD10-I47,CID-443873,1.0,0.9991706609725952,train
ICD10-B44.1,CID-65781,1.0,0.4614323675632477,train
ICD10-M12.1,CID-2161,0.0,0.004535849206149578,train
ICD10-E85.2,CID-122409771,1.0,0.9439194202423096,train
ICD10-E58,CID-135402045,1.0,0.9990032315254211,train
ICD10-C82.1,CID-6178111,0.0,0.009308896027505398,train
ICD10-F25,CID-7187,0.0,0.20686273276805878,train
ICD10-I86.0,CID-4940,0.0,0.013905895873904228,train
ICD10-M10,CID-5342,1.0,0.9893981218338013,train
ICD10-I95.0,CID-35330,0.0,0.03426385298371315,train
ICD10-I49.8,CID-644282,0.0,0.013226735405623913,train
ICD10-E61.5,CID-6029,0.0,0.00903397612273693,train
ICD10-F84.2,CID-5770,0.0,0.006230825092643499,train
ICD10-L05.9,CID-443943,1.0,0.9993638396263123,train
ICD10-M08.8,CID-3052,0.0,0.045160435140132904,train
ICD10-B74.0,CID-5430,1.0,0.9898300766944885,train
ICD10-I44.4,CID-65906,0.0,0.005863203667104244,train
ICD10-M02.0,CID-1548942,1.0,0.9984967708587646,train
ICD10-L40.0,CID-443943,1.0,0.9982149600982666,train
ICD10-I31.1,CID-5504,0.0,0.008963854983448982,train
ICD10-K27,CID-3657,0.0,0.07201694697141647,train
ICD10-I39.4,CID-5362116,1.0,0.8213753700256348,train
ICD10-I74.0,CID-443873,1.0,0.9979780316352844,train
ICD10-C86,CID-30323,1.0,0.9976007342338562,train
ICD10-E87.0,CID-3033769,0.0,0.008109989576041698,train
ICD10-H18,CID-5282430,0.0,0.31522640585899353,train
ICD10-O60,CID-22179320,0.0,0.0208623968064785,train
ICD10-F32.9,CID-6445540,0.0,0.05741555243730545,train
ICD10-E84.8,CID-65781,1.0,0.9899594187736511,train
ICD10-I83.1,CID-1935,0.0,0.012594901956617832,train
ICD10-E75.5,CID-30487,0.0,0.010221604257822037,train
ICD10-O06,CID-6434572,1.0,0.9939409494400024,train
ICD10-G41,CID-2763,0.0,0.007585079874843359,train
ICD10-I72.4,CID-60823,1.0,0.9971776008605957,train
ICD10-M10.2,CID-3033,1.0,0.9935712814331055,train
ICD10-F51.9,CID-3373,0.0,0.688736617565155,train
ICD10-C84.7,CID-174,0.0,0.22016265988349915,train
ICD10-M02.2,CID-3562,0.0,0.006776635535061359,train
ICD10-Z04.3,CID-5284514,0.0,0.006468366365879774,train
ICD10-E11,CID-71962,0.0,0.10533882677555084,train
ICD10-E13,CID-4097,0.0,0.013140544295310974,train
ICD10-G40.7,CID-2554,1.0,0.9652040600776672,train
ICD10-M21.8,CID-134780,0.0,0.03912083059549332,train
ICD10-B36.1,CID-9046,0.0,0.008281359449028969,train
ICD10-C90.0,CID-11154555,0.0,0.0068006194196641445,train
ICD10-I73.8,CID-1727,0.0,0.0025028344243764877,train
ICD10-K74.3,CID-2910,0.0,0.010480276308953762,train
ICD10-E87.1,CID-636369,1.0,0.9966886639595032,train
ICD10-E78.0,CID-4934,0.0,0.11839330196380615,train
ICD10-C94.7,CID-637,1.0,0.9967496395111084,train
ICD10-E51.2,CID-2159,0.0,0.010877812281250954,train
ICD10-R52,CID-2249,0.0,0.39462244510650635,train
ICD10-B00.5,CID-219078,0.0,0.005238993093371391,train
ICD10-R56,CID-5284627,1.0,0.9961546063423157,train
ICD10-E70.3,CID-2794,0.0,0.08862923085689545,train
ICD10-H40.3,CID-1986,1.0,0.9185007810592651,train
ICD10-G41.8,CID-2802,1.0,0.9916261434555054,train
ICD10-M23.0,CID-3084049,1.0,0.9980412721633911,train
ICD10-B80,CID-60823,0.0,0.06469015032052994,train
ICD10-R56.0,CID-4768,0.0,0.01238099206238985,train
ICD10-C92.2,CID-57469,0.0,0.006032890174537897,train
ICD10-E50.8,CID-5461108,1.0,0.9884677529335022,train
ICD10-C67,CID-124087,0.0,0.1193833276629448,train
ICD10-M96.1,CID-2576,1.0,0.9993226528167725,train
ICD10-O08,CID-5702160,0.0,0.019054431468248367,train
ICD10-I77.0,CID-3117,0.0,0.005851158406585455,train
ICD10-G44.8,CID-8223,1.0,0.9585568308830261,train
ICD10-B53.0,CID-5485198,1.0,0.9984703660011292,train
ICD10-M24.2,CID-13765,0.0,0.009170835837721825,train
ICD10-C69.1,CID-6437380,0.0,0.018625283613801003,train
ICD10-Z30,CID-4768,0.0,0.015503822825849056,train
ICD10-I20,CID-9568614,1.0,0.9960643649101257,train
ICD10-F41.2,CID-53316721,1.0,0.998497724533081,train
ICD10-E50.5,CID-10917,1.0,0.9978345036506653,train
ICD10-M96.5,CID-16218860,0.0,0.017808150500059128,train
ICD10-B78,CID-5430,1.0,0.9913979768753052,train
ICD10-I85,CID-16850,1.0,0.9819834232330322,train
ICD10-B00.5,CID-4890,0.0,0.007095080800354481,train
ICD10-I23,CID-60823,1.0,0.9919461607933044,train
ICD10-I25,CID-127151,0.0,0.0060949851758778095,train
ICD10-I35.0,CID-134780,0.0,0.002470005303621292,train
ICD10-G97,CID-1548943,1.0,0.9840191602706909,train
ICD10-G41.1,CID-1549008,0.0,0.35917720198631287,train
ICD10-I50.0,CID-2724385,1.0,0.9960923790931702,train
ICD10-I77.6,CID-2585,0.0,0.02058183029294014,train
ICD10-I83.1,CID-443943,1.0,0.9986249208450317,train
ICD10-M24.8,CID-72287,0.0,0.007367471233010292,train
ICD10-F33.1,CID-4205,1.0,0.9000301957130432,train
ICD10-L20.9,CID-2466,1.0,0.13728493452072144,train
ICD10-F20.8,CID-6444542,1.0,0.9837743043899536,train
ICD10-T88.6,CID-4887,0.0,0.08878877013921738,train
ICD10-E88.1,CID-247,1.0,0.9975895881652832,train
ICD10-O07.1,CID-2474,0.0,0.003245989792048931,train
ICD10-I07.0,CID-4510,0.0,0.11405742913484573,train
ICD10-B66.1,CID-5430,1.0,0.9972842931747437,train
ICD10-B36.3,CID-214356,1.0,0.992404043674469,train
ICD10-I48.0,CID-71774987,0.0,0.005292153917253017,train
ICD10-E79.1,CID-65981,0.0,0.02035607025027275,train
ICD10-J45,CID-3762,1.0,0.6709840297698975,train
ICD10-I88.0,CID-3741,1.0,0.9967028498649597,train
ICD10-E87.1,CID-6918365,0.0,0.016927160322666168,train
ICD10-M22.4,CID-3947,0.0,0.018604107201099396,train
ICD10-B36.0,CID-3121,0.0,0.010970358736813068,train
ICD10-M62.4,CID-6172,1.0,0.9018552303314209,train
ICD10-J12.9,CID-65781,1.0,0.9958373308181763,train
ICD10-E78.0,CID-5756,0.0,0.01412020344287157,train
ICD10-I25.3,CID-71992,1.0,0.9965649247169495,train
ICD10-F33,CID-3386,1.0,0.9066194295883179,train
ICD10-M94.2,CID-13505,0.0,0.009105389937758446,train
ICD10-I74.3,CID-5362116,1.0,0.9984837174415588,train
ICD10-L21,CID-447715,0.0,0.00827599223703146,train
ICD10-I44.2,CID-154257,0.0,0.006016354076564312,train
ICD10-I12,CID-71962,0.0,0.23379842936992645,train
ICD10-M21.2,CID-5358,0.0,0.019028563052415848,train
ICD10-J66,CID-5282219,1.0,0.9711660742759705,train
ICD10-F80.8,CID-9270,0.0,0.0051818289794027805,train
ICD10-E63,CID-5280489,1.0,0.9941208958625793,train
ICD10-T88.6,CID-3034034,0.0,0.03547357767820358,train
ICD10-I35.8,CID-9568614,1.0,0.9985093474388123,train
ICD10-I42.1,CID-5311064,1.0,0.9968922734260559,train
ICD10-A17.1,CID-2576,0.0,0.8086317777633667,train
ICD10-M24.2,CID-5284569,0.0,0.005793082527816296,train
ICD10-N32.0,CID-110634,0.0,0.025225693359971046,train
ICD10-I86,CID-8890,0.0,0.009196295402944088,train
ICD10-I72,CID-3698,1.0,0.9960935711860657,train
ICD10-F41,CID-39186,0.0,0.021859366446733475,train
ICD10-I72,CID-4449,0.0,0.005309625528752804,train
ICD10-R25.2,CID-6917944,1.0,0.9032955765724182,train
ICD10-E78.6,CID-247,1.0,0.9989705085754395,train
ICD10-O03.1,CID-5284514,0.0,0.007474158424884081,train
ICD10-C81.1,CID-30323,1.0,0.9943927526473999,train
ICD10-G41.1,CID-91649,0.0,0.00578298419713974,train
ICD10-I11,CID-4688,1.0,0.4523841440677643,train
ICD10-I06.0,CID-16004692,1.0,0.9981312155723572,train
ICD10-R06,CID-7028,1.0,0.5677109956741333,train
ICD10-F40.2,CID-2477,1.0,0.7695605158805847,train
ICD10-I40.8,CID-2333,0.0,0.011722548864781857,train
ICD10-M20.2,CID-156391,1.0,0.9647921323776245,train
ICD10-I22,CID-448042,1.0,0.9915124773979187,train
ICD10-J67.4,CID-3267,0.0,0.004966306034475565,train
ICD10-L40.8,CID-443943,1.0,0.9992642998695374,train
ICD10-I28,CID-9913767,1.0,0.9710469841957092,train
ICD10-I44.7,CID-3114,0.0,0.013631441630423069,train
ICD10-A52.0,CID-447043,1.0,0.9720653295516968,train
ICD10-F51.9,CID-5719,1.0,0.9975658655166626,train
ICD10-K27,CID-3001055,1.0,0.9704900979995728,train
ICD10-F33.3,CID-60835,1.0,0.9716528058052063,train
ICD10-C94.0,CID-154257,0.0,0.015705928206443787,train
ICD10-B53.0,CID-9796294,1.0,0.950660765171051,train
ICD10-I82.9,CID-9854073,0.0,0.008096168749034405,train
ICD10-E61.5,CID-8226,0.0,0.01537696085870266,train
ICD10-Z45.0,CID-156320,1.0,0.9964010715484619,train
ICD10-I31.1,CID-2720,0.0,0.00524620246142149,train
ICD10-J98.0,CID-4205,0.0,0.5043280124664307,train
ICD10-C50,CID-125017,0.0,0.08344542235136032,train
ICD10-I12,CID-4170,1.0,0.7538284063339233,train
ICD10-L10,CID-62819,0.0,0.1059827208518982,train
ICD10-H53.8,CID-11519069,0.0,0.016017742455005646,train
ICD10-I10,CID-5484727,1.0,0.2842162847518921,train
ICD10-F32,CID-4976,1.0,0.9973711967468262,train
ICD10-Z03.1,CID-11250029,0.0,0.051236361265182495,train
ICD10-E53.0,CID-2273,0.0,0.009872148744761944,train
ICD10-G43,CID-23709079,1.0,0.675608217716217,train
ICD10-R60,CID-4170,1.0,0.9994326233863831,train
ICD10-I40.0,CID-447043,0.0,0.009921292774379253,train
ICD10-F33.2,CID-4746,0.0,0.022268280386924744,train
ICD10-M83.0,CID-4107,1.0,0.9975938200950623,train
ICD10-M21.8,CID-3084049,1.0,0.9965503215789795,train
ICD10-L57.1,CID-127151,0.0,0.008022847585380077,train
ICD10-B71.0,CID-4477,1.0,0.08718545734882355,train
ICD10-M14,CID-16132441,0.0,0.014141221530735493,train
ICD10-E84,CID-9837243,0.0,0.08554062992334366,train
ICD10-A06,CID-4173,1.0,0.36066699028015137,train
ICD10-F33,CID-60657,0.0,0.07918434590101242,train
ICD10-E12,CID-65981,1.0,0.9432100057601929,train
ICD10-J96,CID-25074887,0.0,0.018503980711102486,train
ICD10-J15.3,CID-60947,0.0,0.035869669169187546,train
ICD10-I20,CID-3698,1.0,0.9867808222770691,train
ICD10-I71,CID-3741,1.0,0.9970718622207642,train
ICD10-M93.0,CID-5235,1.0,0.9981095790863037,train
ICD10-D47.3,CID-25126798,1.0,0.9752829670906067,train
ICD10-F34.1,CID-9853053,0.0,0.02140861749649048,train
ICD10-M21.5,CID-6439929,1.0,0.9968910813331604,train
ICD10-C84.6,CID-152688,1.0,0.9968133568763733,train
ICD10-I86,CID-3698,1.0,0.9957499504089355,train
ICD10-B41.7,CID-2749,1.0,0.9939794540405273,train
ICD10-G43,CID-3030419,1.0,0.6828940510749817,train
ICD10-B46,CID-54841,0.0,0.02643260359764099,train
ICD10-E53.1,CID-10547,0.0,0.020256582647562027,train
ICD10-F32.8,CID-4543,1.0,0.9453127384185791,train
ICD10-R56,CID-516892,0.0,0.08890099078416824,train
ICD10-F32.8,CID-3696,1.0,0.9353293776512146,train
ICD10-N34,CID-5282190,0.0,0.0029762350022792816,train
ICD10-G41.1,CID-3878,1.0,0.8662330508232117,train
ICD10-M14,CID-3084049,1.0,0.9977633953094482,train
ICD10-B41.8,CID-56016,0.0,0.011074233800172806,train
ICD10-K51,CID-3278,0.0,0.01683327741920948,train
ICD10-I85.0,CID-156320,1.0,0.998282790184021,train
ICD10-E53.8,CID-2583,0.0,0.016432076692581177,train
ICD10-I07.1,CID-16158208,0.0,0.004569619428366423,train
ICD10-I42.7,CID-68617,0.0,0.016202909871935844,train
ICD10-J15.0,CID-5282219,1.0,0.9793781638145447,train
ICD10-H40.1,CID-3033538,1.0,0.8748948574066162,train
ICD10-M22.8,CID-5078,0.0,0.008980339393019676,train
ICD10-E85.0,CID-5458180,1.0,0.9991686344146729,train
ICD10-E50.8,CID-6083,1.0,0.9723852276802063,train
ICD10-O07.4,CID-6436406,1.0,0.9834004044532776,train
ICD10-J30.1,CID-774,0.0,0.030592309311032295,train
ICD10-F33.0,CID-10178705,0.0,0.007171400357037783,train
ICD10-I45.9,CID-16850,1.0,0.9912223815917969,train
ICD10-N92.4,CID-9854073,0.0,0.014440657570958138,train
ICD10-C45.0,CID-60843,1.0,0.20043225586414337,train
ICD10-C94,CID-637,1.0,0.9615418910980225,train
ICD10-C81.2,CID-126565,1.0,0.9875625371932983,train
ICD10-M08,CID-4107,1.0,0.9899298548698425,train
ICD10-B69,CID-3036505,0.0,0.024418886750936508,train
ICD10-I73.8,CID-5280723,1.0,0.9445617198944092,train
ICD10-E14,CID-56837137,0.0,0.009471123106777668,train
ICD10-E61.5,CID-157920,0.0,0.010102964006364346,train
ICD10-I88,CID-9875401,1.0,0.9886763095855713,train
ICD10-M06.0,CID-4641,1.0,0.6728076338768005,train
ICD10-M25,CID-3084049,1.0,0.9977611303329468,train
ICD10-E61.3,CID-10917,1.0,0.9986332058906555,train
ICD10-I49.2,CID-16850,1.0,0.9818124771118164,train
ICD10-I36.2,CID-16850,1.0,0.9939107894897461,train
ICD10-I28,CID-3062316,0.0,0.03518519550561905,train
ICD10-H40.0,CID-2551,1.0,0.9890648126602173,train
ICD10-E14,CID-3488,1.0,0.9375006556510925,train
ICD10-I71.6,CID-5311064,1.0,0.9960403442382812,train
ICD10-I50,CID-466151,0.0,0.008813157677650452,train
ICD10-C84.6,CID-3100,0.0,0.004638082347810268,train
ICD10-M21.7,CID-5090,1.0,0.9363080859184265,train
ICD10-I11,CID-214356,0.0,0.19064141809940338,train
ICD10-I86.4,CID-5362116,1.0,0.9984884262084961,train
ICD10-C94.0,CID-26757,0.0,0.009911672212183475,train
ICD10-C91.6,CID-24872560,1.0,0.9780520796775818,train
ICD10-B52.9,CID-37464,0.0,0.0031481317710131407,train
ICD10-C81.7,CID-30323,1.0,0.9956105351448059,train
ICD10-F23.8,CID-6444542,1.0,0.9785706400871277,train
ICD10-M24.2,CID-2153,0.0,0.013940567150712013,train
ICD10-G40.3,CID-6476,1.0,0.9969283938407898,train
ICD10-F00.0,CID-34040,1.0,0.968154788017273,train
ICD10-G30,CID-3152,1.0,0.7248907685279846,train
ICD10-I85,CID-2244,1.0,0.994936466217041,train
ICD10-I31.1,CID-16850,1.0,0.9782848954200745,train
ICD10-E87.1,CID-2131,0.0,0.026908233761787415,train
ICD10-A32.0,CID-5462501,0.0,0.1262895166873932,train
ICD10-I47,CID-156320,1.0,0.9982572197914124,train
ICD10-J06,CID-25154714,0.0,0.017069149762392044,train
ICD10-M24.4,CID-11289,0.0,0.009089360944926739,train
ICD10-G20,CID-50942,0.0,0.6749881505966187,train
ICD10-I87.1,CID-6441636,0.0,0.008890199474990368,train
ICD10-E55.0,CID-5280581,1.0,0.969764232635498,train
ICD10-E70.8,CID-4837,0.0,0.00541146844625473,train
ICD10-C91.3,CID-42890,1.0,0.9984837174415588,train
ICD10-F40.1,CID-37632,1.0,0.9802163243293762,train
ICD10-I35.2,CID-64929,1.0,0.993403971195221,train
ICD10-G40.0,CID-9046,0.0,0.007658461108803749,train
ICD10-G43.1,CID-222,0.0,0.18747025728225708,train
ICD10-I10,CID-5839,1.0,0.8629713654518127,train
ICD10-N32.3,CID-2159,0.0,0.0230996236205101,train
ICD10-E76.3,CID-636369,1.0,0.9990426898002625,train
ICD10-F33.3,CID-10288191,0.0,0.020831899717450142,train
ICD10-E61.6,CID-1051,1.0,0.9973586201667786,train
ICD10-B51,CID-107770,1.0,0.985806941986084,train
ICD10-M08.2,CID-6474640,0.0,0.018101513385772705,train
ICD10-J30,CID-2678,1.0,0.9894577264785767,train
ICD10-I25.4,CID-4911,0.0,0.02901109866797924,train
ICD10-K86.2,CID-5078,0.0,0.028638239949941635,train
ICD10-E50.2,CID-5280489,1.0,0.9966368675231934,train
ICD10-I77.0,CID-3448,0.0,0.0048437705263495445,train
ICD10-E12,CID-5503,1.0,0.9883376955986023,train
ICD10-G41.8,CID-3016,1.0,0.9147332310676575,train
ICD10-J67.4,CID-56339,0.0,0.0064947521314024925,train
ICD10-J38.4,CID-10071196,0.0,0.05177570506930351,train
ICD10-J44,CID-137,0.0,0.12058832496404648,train
ICD10-E07.1,CID-2118,0.0,0.00317797577008605,train
ICD10-A30,CID-131682,0.0,0.0046643344685435295,train
ICD10-E78.2,CID-5282230,0.0,0.01995299942791462,train
ICD10-Z12.5,CID-5280585,0.0,0.007202232256531715,train
ICD10-B18.2,CID-10324367,1.0,0.1220010370016098,train
ICD10-R56.8,CID-56603701,0.0,0.00575844943523407,train
ICD10-B50,CID-9571037,1.0,0.9976879358291626,train
ICD10-F06.1,CID-41693,0.0,0.019986828789114952,train
ICD10-I15,CID-6324659,1.0,0.2810800075531006,train
ICD10-E03.2,CID-8982,0.0,0.05601608008146286,train
ICD10-E78.0,CID-3827,0.0,0.06696996092796326,train
ICD10-I07.0,CID-16850,1.0,0.9904652833938599,train
