disease,map
ICD10-R63.1,205439
ICD10-G82.3,205440
ICD10-M26.04,205441
ICD10-S92.0,205442
ICD10-H53.2,205443
ICD10-D69.8,205444
ICD10-D41.4,205445
ICD10-E20.9,205446
ICD10-C53,205447
ICD10-I31.3,205448
ICD10-Q81.1,205449
ICD10-M89.0,205450
ICD10-H61.0,205451
ICD10-A81.2,205452
ICD10-F02.4,205453
ICD10-K75,205454
ICD10-S34.139A,205455
ICD10-P05.1,205456
ICD10-H16.2,205457
ICD10-T80.6,205458
ICD10-C95.9,205459
ICD10-L57.1,205460
ICD10-C94.4,205461
ICD10-Q91.7,205462
ICD10-A36.2,205463
ICD10-Q36.1,205464
ICD10-H51.1,205465
ICD10-C26.1,205466
ICD10-S86.1,205467
ICD10-G00.0,205468
ICD10-S68.3,205469
ICD10-J20.5,205470
ICD10-R56.00,205471
ICD10-N71,205472
ICD10-Z03.3,205473
ICD10-P83.4,205474
ICD10-F88,205475
ICD10-C83.5,205476
ICD10-H26.8,205477
ICD10-C32.0,205478
ICD10-I74.1,205479
ICD10-E28.31,205480
ICD10-E72.9,205481
ICD10-C90.00,205482
ICD10-M16.9,205483
ICD10-P83.2,205484
ICD10-R01.1,205485
ICD10-S37.4,205486
ICD10-S33.1,205487
ICD10-I70.2,205488
ICD10-I77.74,205489
ICD10-I71,205490
ICD10-Q11.1,205491
ICD10-G82.0,205492
ICD10-D76.3,205493
ICD10-F22.9,205494
ICD10-G54,205495
ICD10-L85.2,205496
ICD10-S09.8,205497
ICD10-M62.6,205498
ICD10-S00.0,205499
ICD10-C48.1,205500
ICD10-S51,205501
ICD10-R68.83,205502
ICD10-I20.9,205503
ICD10-K50.8,205504
ICD10-Z01.6,205505
ICD10-Z21,205506
ICD10-F09,205507
ICD10-K80,205508
ICD10-S65.5,205509
ICD10-I50.81,205510
ICD10-K91.4,205511
ICD10-N87,205512
ICD10-H55.04,205513
ICD10-S32.8,205514
ICD10-B02.29,205515
ICD10-G31.8,205516
ICD10-S56.1,205517
ICD10-K75.8,205518
ICD10-Z00,205519
ICD10-S24.1,205520
ICD10-Q14.8,205521
ICD10-S93.6,205522
ICD10-N83.7,205523
ICD10-L62,205524
ICD10-Q71.60,205525
ICD10-N73.0,205526
ICD10-J45.1,205527
ICD10-S34,205528
ICD10-Q55.62,205529
ICD10-D46.6,205530
ICD10-S58.0,205531
ICD10-I64,205532
ICD10-S35.8,205533
ICD10-S22,205534
ICD10-M34.9,205535
ICD10-N25.9,205536
ICD10-K67.8,205537
ICD10-Q87.0,205538
ICD10-S32,205539
ICD10-N25.1,205540
ICD10-K56.69,205541
ICD10-E74.02,205542
ICD10-M21.7,205543
ICD10-XIV,205544
ICD10-I74.2,205545
ICD10-N43.0,205546
ICD10-M35.0,205547
ICD10-A75.3,205548
ICD10-G52.1,205549
ICD10-Q67.3,205550
ICD10-S20,205551
ICD10-L71.0,205552
ICD10-A17.0,205553
ICD10-C79.6,205554
ICD10-S17,205555
ICD10-J04.2,205556
ICD10-E34.5,205557
ICD10-L72,205558
ICD10-D86.0,205559
ICD10-K85.0,205560
ICD10-K03.0,205561
ICD10-Q70.1,205562
ICD10-L56.5,205563
ICD10-M62.81,205564
ICD10-Q67.6,205565
ICD10-S85.2,205566
ICD10-C17.9,205567
ICD10-C93.3,205568
ICD10-C32.3,205569
ICD10-J85.3,205570
ICD10-I31,205571
ICD10-J95-J99,205572
ICD10-E87.5,205573
ICD10-D04.9,205574
ICD10-I27.2,205575
ICD10-K50,205576
ICD10-D64.0,205577
ICD10-S23.1,205578
ICD10-H60.8,205579
ICD10-J84.841,205580
ICD10-Q72.5,205581
ICD10-H26.9,205582
ICD10-E75.240,205583
ICD10-G80,205584
ICD10-C88,205585
ICD10-K12.1,205586
ICD10-B36.2,205587
ICD10-P13.1,205588
ICD10-M21.23,205589
ICD10-L12.3,205590
ICD10-J84.112,205591
ICD10-T28,205592
ICD10-N76.3,205593
ICD10-G90.50,205594
ICD10-Q13.81,205595
ICD10-S41.7,205596
ICD10-M25.5,205597
ICD10-J18.0,205598
ICD10-G83.0,205599
ICD10-D75.9,205600
ICD10-S55.0,205601
ICD10-K29.4,205602
ICD10-H18.51,205603
ICD10-K55.30,205604
ICD10-G81,205605
ICD10-I60.9,205606
ICD10-A36.8,205607
ICD10-E24.3,205608
ICD10-E05.0,205609
ICD10-A48.0,205610
ICD10-F25,205611
ICD10-D69.51,205612
ICD10-Q38.1,205613
ICD10-D3A.00,205614
ICD10-H49.0,205615
ICD10-Q66.89,205616
ICD10-G72.3,205617
ICD10-B78,205618
ICD10-F03.9,205619
ICD10-S48.1,205620
ICD10-F80.3,205621
ICD10-K13.2,205622
ICD10-G37.5,205623
ICD10-J33.0,205624
ICD10-M20.1,205625
ICD10-S43.4,205626
ICD10-D83.9,205627
ICD10-C74.90,205628
ICD10-S45.1,205629
ICD10-L24,205630
ICD10-Q79.1,205631
ICD10-Q85.8,205632
ICD10-S53.4,205633
ICD10-R47.01,205634
ICD10-F17.2,205635
ICD10-R41.83,205636
ICD10-N64.3,205637
ICD10-C78.1,205638
ICD10-F02.3,205639
ICD10-K14.4,205640
ICD10-E72.11,205641
ICD10-C50-C50,205642
ICD10-F51.2,205643
ICD10-G44.1,205644
ICD10-S33.6,205645
ICD10-J68,205646
ICD10-H33,205647
ICD10-B67.8,205648
ICD10-S74,205649
ICD10-I80.0,205650
ICD10-G40.4,205651
ICD10-A16,205652
ICD10-J38.0,205653
ICD10-A39,205654
ICD10-E72.8,205655
ICD10-G47,205656
ICD10-I74.0,205657
ICD10-L54.0,205658
ICD10-G41,205659
ICD10-G96.0,205660
ICD10-S52.3,205661
ICD10-A00,205662
ICD10-Q66,205663
ICD10-F34.1,205664
ICD10-E21.1,205665
ICD10-N80.4,205666
ICD10-S46.2,205667
ICD10-B81.1,205668
ICD10-L23.6,205669
ICD10-M21.5,205670
ICD10-G47.00,205671
ICD10-C86.6,205672
ICD10-F52.0,205673
ICD10-Q23.4,205674
ICD10-Q33,205675
ICD10-A81.00,205676
ICD10-J67.5,205677
ICD10-S36.2,205678
ICD10-N83.3,205679
ICD10-D11.0,205680
ICD10-K06.2,205681
ICD10-K29,205682
ICD10-M35.7,205683
ICD10-D89.9,205684
ICD10-Z11.1,205685
ICD10-G43.909,205686
ICD10-I83.1,205687
ICD10-G62.81,205688
ICD10-N80,205689
ICD10-K05.3,205690
ICD10-I20.8,205691
ICD10-R13.1,205692
ICD10-H47.2,205693
ICD10-L56.9,205694
ICD10-P76.8,205695
ICD10-G95.81,205696
ICD10-K09.1,205697
ICD10-K08,205698
ICD10-S90.2,205699
ICD10-P29.3,205700
ICD10-Q60.2,205701
ICD10-S65.0,205702
ICD10-H31.0,205703
ICD10-Q36.0,205704
ICD10-D64,205705
ICD10-B46,205706
ICD10-J62,205707
ICD10-Q34.9,205708
ICD10-Q79.0,205709
ICD10-P56.0,205710
ICD10-K07.8,205711
ICD10-F81.9,205712
ICD10-H35.50,205713
ICD10-S42.0,205714
ICD10-M89.8,205715
ICD10-S83.5,205716
ICD10-B00.4,205717
ICD10-J98.5,205718
ICD10-D89.8,205719
ICD10-A56.0,205720
ICD10-A54.2,205721
ICD10-B51,205722
ICD10-K31.6,205723
ICD10-D60.0,205724
ICD10-D69.4,205725
ICD10-M43.00,205726
ICD10-D76.1,205727
ICD10-H53.54,205728
ICD10-S96.1,205729
ICD10-E71.313,205730
ICD10-S87.8,205731
ICD10-C90.1,205732
ICD10-S37.1,205733
ICD10-H65.9,205734
ICD10-D10.4,205735
ICD10-S98,205736
ICD10-Z00.4,205737
ICD10-S00.5,205738
ICD10-K85,205739
ICD10-M24,205740
ICD10-E07.81,205741
ICD10-K61.4,205742
ICD10-O06.8,205743
ICD10-P14.8,205744
ICD10-I45.81,205745
ICD10-Q22.6,205746
ICD10-K51.9,205747
ICD10-C60.8,205748
ICD10-K81.9,205749
ICD10-M77.0,205750
ICD10-Q69.0,205751
ICD10-N13.70,205752
ICD10-M60-M79,205753
ICD10-H93,205754
ICD10-L50.6,205755
ICD10-S16,205756
ICD10-O14.90,205757
ICD10-K03.3,205758
ICD10-M21.3,205759
ICD10-F43.10,205760
ICD10-S19.7,205761
ICD10-M91-M94,205762
ICD10-M48.4,205763
ICD10-J84.89,205764
ICD10-S70,205765
ICD10-M22.2,205766
ICD10-B75,205767
ICD10-M32.1,205768
ICD10-F53.0,205769
ICD10-P10.1,205770
ICD10-L60.3,205771
ICD10-S40.8,205772
ICD10-K58.9,205773
ICD10-D46.20,205774
ICD10-N13.5,205775
ICD10-F32,205776
ICD10-J12.8,205777
ICD10-E70.310,205778
ICD10-D35.2,205779
ICD10-R10.0,205780
ICD10-S15.7,205781
ICD10-D80.6,205782
ICD10-R48.2,205783
ICD10-F63.0,205784
ICD10-N42.1,205785
ICD10-S34.2,205786
ICD10-R23.0,205787
ICD10-C76-C80,205788
ICD10-S15.8,205789
ICD10-N76,205790
ICD10-A43.0,205791
ICD10-M50,205792
ICD10-Z12,205793
ICD10-D61.0,205794
ICD10-I02.9,205795
ICD10-E74.09,205796
ICD10-R09.2,205797
ICD10-S93.2,205798
ICD10-S96,205799
ICD10-Z12.6,205800
ICD10-C78.5,205801
ICD10-Q56.1,205802
ICD10-R25.3,205803
ICD10-Q60.4,205804
ICD10-H40.0,205805
ICD10-E71.5,205806
ICD10-G93.5,205807
ICD10-K57.90,205808
ICD10-K40.90,205809
ICD10-K05.6,205810
ICD10-R63.0,205811
ICD10-N26,205812
ICD10-D28.9,205813
ICD10-S57.8,205814
ICD10-E01.2,205815
ICD10-N92.6,205816
ICD10-N17-N19,205817
ICD10-H47.03,205818
ICD10-N94.9,205819
ICD10-A30.9,205820
ICD10-M32.0,205821
ICD10-C79.2,205822
ICD10-P10.0,205823
ICD10-D61,205824
ICD10-N49.8,205825
ICD10-T09.2,205826
ICD10-Q76.5,205827
ICD10-M46.0,205828
ICD10-I51.5,205829
ICD10-S65.2,205830
ICD10-M84.2,205831
ICD10-E75.5,205832
ICD10-E29.1,205833
ICD10-P54.2,205834
ICD10-R33.9,205835
ICD10-J32,205836
ICD10-R41.3,205837
ICD10-H21.0,205838
ICD10-S42.8,205839
ICD10-M79,205840
ICD10-L81.8,205841
ICD10-P57.9,205842
ICD10-S20.2,205843
ICD10-E86.9,205844
ICD10-B55.2,205845
ICD10-C94.00,205846
ICD10-F29,205847
ICD10-C94.8,205848
ICD10-N25.8,205849
ICD10-C26.0,205850
ICD10-L13.9,205851
ICD10-N32.9,205852
ICD10-J85.1,205853
ICD10-Q31.1,205854
ICD10-L50.4,205855
ICD10-S45.3,205856
ICD10-F81,205857
ICD10-N48.3,205858
ICD10-H53.52,205859
ICD10-E88.01,205860
ICD10-J69,205861
ICD10-J63.4,205862
ICD10-D33,205863
ICD10-G23.0,205864
ICD10-L21.8,205865
ICD10-K03.1,205866
ICD10-Q04.5,205867
ICD10-H60.5,205868
ICD10-F94.1,205869
ICD10-L10.8,205870
ICD10-I51.6,205871
ICD10-F44.4,205872
ICD10-M89.4,205873
ICD10-S45.0,205874
ICD10-C69.8,205875
ICD10-H15.83,205876
ICD10-M86,205877
ICD10-B96.20,205878
ICD10-E75.242,205879
ICD10-E06.0,205880
ICD10-P52.0,205881
ICD10-G47.10,205882
ICD10-D86.8,205883
ICD10-A79.9,205884
ICD10-D44,205885
ICD10-L23.1,205886
ICD10-E05.1,205887
ICD10-M87.2,205888
ICD10-J33.1,205889
ICD10-H50.5,205890
ICD10-S80,205891
ICD10-S71.8,205892
ICD10-J20.9,205893
ICD10-S46,205894
ICD10-M62.9,205895
ICD10-M65,205896
ICD10-I05.0,205897
ICD10-K09.8,205898
ICD10-S17.0,205899
ICD10-M24.54,205900
ICD10-K56.4,205901
ICD10-B70.1,205902
ICD10-E78.9,205903
ICD10-S27.309,205904
ICD10-Q54,205905
ICD10-A30.5,205906
ICD10-Q53.2,205907
ICD10-D86.1,205908
ICD10-E74.8,205909
ICD10-K64.2,205910
ICD10-E71.52,205911
ICD10-S57,205912
ICD10-G47.419,205913
ICD10-L23,205914
ICD10-N80.3,205915
ICD10-F43.2,205916
ICD10-H93.1,205917
ICD10-S76.3,205918
ICD10-S36.5,205919
ICD10-I,205920
ICD10-N91.2,205921
ICD10-D26.1,205922
ICD10-Q00.1,205923
ICD10-S44.7,205924
ICD10-H02.4,205925
ICD10-Q75.0,205926
ICD10-M83.8,205927
ICD10-C04.8,205928
ICD10-S05.2,205929
ICD10-G81.9,205930
ICD10-Q28.3,205931
ICD10-C93.Z,205932
ICD10-C88.4,205933
ICD10-H53.41,205934
ICD10-E20,205935
ICD10-F32.3,205936
ICD10-I49.0,205937
ICD10-M07.2,205938
ICD10-Q72.1,205939
ICD10-C90.0,205940
ICD10-F95.8,205941
ICD10-J44,205942
ICD10-G04.1,205943
ICD10-C73,205944
ICD10-N80.8,205945
ICD10-I09.9,205946
ICD10-F80.9,205947
ICD10-G12.2,205948
ICD10-C94.6,205949
ICD10-S27.5,205950
ICD10-F10.1,205951
ICD10-G71.1,205952
ICD10-S06.1,205953
ICD10-F70,205954
ICD10-I65.29,205955
ICD10-E74.3,205956
ICD10-N76.4,205957
ICD10-M62.8,205958
ICD10-M31.4,205959
ICD10-R79.1,205960
ICD10-B68.0,205961
ICD10-C44.99,205962
ICD10-M31.0,205963
ICD10-H54,205964
ICD10-L04,205965
ICD10-K08.0,205966
ICD10-E74.11,205967
ICD10-R56.9,205968
ICD10-M84.3,205969
ICD10-E86,205970
ICD10-L68.8,205971
ICD10-E79.2,205972
ICD10-C96.4,205973
ICD10-G52.0,205974
ICD10-S62.8,205975
ICD10-E72.02,205976
ICD10-M10,205977
ICD10-M51.2,205978
ICD10-B50.0,205979
ICD10-A18.2,205980
ICD10-T25,205981
ICD10-A31,205982
ICD10-K14.1,205983
ICD10-R11.10,205984
ICD10-L50.1,205985
ICD10-S42.2,205986
ICD10-K71.0,205987
ICD10-D37.2,205988
ICD10-D37.4,205989
ICD10-G57.4,205990
ICD10-N83.209,205991
ICD10-M00.9,205992
ICD10-N20.1,205993
ICD10-B36.8,205994
ICD10-M48.3,205995
ICD10-S93.0,205996
ICD10-M26.02,205997
ICD10-D47.7,205998
ICD10-C51.8,205999
ICD10-D89.813,206000
ICD10-D13.9,206001
ICD10-B74.0,206002
ICD10-D60,206003
ICD10-A32,206004
ICD10-S05.0,206005
ICD10-R10,206006
ICD10-E51.1,206007
ICD10-S35.5,206008
ICD10-Q60.1,206009
ICD10-K37,206010
ICD10-G43.9,206011
ICD10-G95.0,206012
ICD10-K02.6,206013
ICD10-R26.1,206014
ICD10-Q11.2,206015
ICD10-E76.02,206016
ICD10-I71.8,206017
ICD10-A54.1,206018
ICD10-A75.0,206019
ICD10-X67,206020
ICD10-O42.9,206021
ICD10-R45.84,206022
ICD10-N76.1,206023
ICD10-M10.0,206024
ICD10-H35.17,206025
ICD10-O07.4,206026
ICD10-D12.8,206027
ICD10-J45.909,206028
ICD10-I60-I69,206029
ICD10-H60.0,206030
ICD10-E30.1,206031
ICD10-M87.9,206032
ICD10-M66.5,206033
ICD10-L40.1,206034
ICD10-G89.29,206035
ICD10-T68,206036
ICD10-J31.0,206037
ICD10-C24.0,206038
ICD10-J66.0,206039
ICD10-I73.9,206040
ICD10-B37,206041
ICD10-K80.1,206042
ICD10-A51.4,206043
ICD10-H15.84,206044
ICD10-G98,206045
ICD10-B76,206046
ICD10-C96.5,206047
ICD10-S22.2,206048
ICD10-I25.41,206049
ICD10-S28.0,206050
ICD10-C91.5,206051
ICD10-Q32.0,206052
ICD10-S75,206053
ICD10-E70.1,206054
ICD10-C25.3,206055
ICD10-H02.5,206056
ICD10-S33.5,206057
ICD10-D33.2,206058
ICD10-E83.5,206059
ICD10-N05,206060
ICD10-N46.1,206061
ICD10-E26.01,206062
ICD10-C94.0,206063
ICD10-S23.4,206064
ICD10-N93.0,206065
ICD10-A35,206066
ICD10-G40.9,206067
ICD10-C83.3,206068
ICD10-E25.0,206069
ICD10-C91.6,206070
ICD10-L90.5,206071
ICD10-D69.0,206072
ICD10-E28.2,206073
ICD10-K22.5,206074
ICD10-J32.9,206075
ICD10-H18.53,206076
ICD10-S35.0,206077
ICD10-I45.1,206078
ICD10-H60,206079
ICD10-S14.1,206080
ICD10-D61.8,206081
ICD10-M20,206082
ICD10-L55.8,206083
ICD10-G54.1,206084
ICD10-I86,206085
ICD10-I25.1,206086
ICD10-H26.0,206087
ICD10-Q75.8,206088
ICD10-J84,206089
ICD10-C69.2,206090
ICD10-R16.0,206091
ICD10-D38.1,206092
ICD10-Q68.2,206093
ICD10-H49.8,206094
ICD10-S61,206095
ICD10-Q80,206096
ICD10-G25.8,206097
ICD10-J95.0,206098
ICD10-N32.3,206099
ICD10-A91,206100
ICD10-P94.1,206101
ICD10-H49.4,206102
ICD10-M71.5,206103
ICD10-E70.31,206104
ICD10-S67.0,206105
ICD10-R81,206106
ICD10-H40-H42,206107
ICD10-C14,206108
ICD10-A74.9,206109
ICD10-N99.5,206110
ICD10-H43.0,206111
ICD10-A75,206112
ICD10-S77.1,206113
ICD10-E74.19,206114
ICD10-C07,206115
ICD10-S83.6,206116
ICD10-E05.2,206117
ICD10-E70,206118
ICD10-F20.81,206119
ICD10-Q04.1,206120
ICD10-D46.C,206121
ICD10-M96.0,206122
ICD10-J15.8,206123
ICD10-I27.20,206124
ICD10-K38.3,206125
ICD10-D51,206126
ICD10-I27.0,206127
ICD10-M62.1,206128
ICD10-Q71.0,206129
ICD10-K29.8,206130
ICD10-L98.5,206131
ICD10-D58.2,206132
ICD10-D07.3,206133
ICD10-G31.82,206134
ICD10-O60,206135
ICD10-G72.0,206136
ICD10-C45,206137
ICD10-J38.1,206138
ICD10-R18.8,206139
ICD10-T57.0X1,206140
ICD10-R82.1,206141
ICD10-N70,206142
ICD10-K09,206143
ICD10-S04.0,206144
ICD10-E70.321,206145
ICD10-H18.55,206146
ICD10-D82.3,206147
ICD10-D50.9,206148
ICD10-R57.0,206149
ICD10-B71.8,206150
ICD10-B57,206151
ICD10-N62,206152
ICD10-S97,206153
ICD10-H18.50,206154
ICD10-M50.3,206155
ICD10-A81.82,206156
ICD10-S24.0,206157
ICD10-B67.90,206158
ICD10-J43.1,206159
ICD10-O06.9,206160
ICD10-A81.83,206161
ICD10-A83.4,206162
ICD10-D01.2,206163
ICD10-H51.0,206164
ICD10-I36.1,206165
ICD10-S85.5,206166
ICD10-J30.4,206167
ICD10-K83.0,206168
ICD10-C54.9,206169
ICD10-G80.0,206170
ICD10-N42.9,206171
ICD10-H50.10,206172
ICD10-J84.114,206173
ICD10-Q68.0,206174
ICD10-E26.02,206175
ICD10-I87.2,206176
ICD10-E72.1,206177
ICD10-S89.7,206178
ICD10-M48.06,206179
ICD10-C46.0,206180
ICD10-N18.9,206181
ICD10-S10.1,206182
ICD10-A34,206183
ICD10-S66.5,206184
ICD10-N17.2,206185
ICD10-M96.3,206186
ICD10-D00,206187
ICD10-S92.1,206188
ICD10-L74.8,206189
ICD10-G90.1,206190
ICD10-S90.3,206191
ICD10-L81.4,206192
ICD10-S27.30,206193
ICD10-G95.2,206194
ICD10-S04.5,206195
ICD10-E83.8,206196
ICD10-J84.10,206197
ICD10-K06,206198
ICD10-R09.01,206199
ICD10-F31,206200
ICD10-S70.7,206201
ICD10-I73.1,206202
ICD10-E27.5,206203
ICD10-A44,206204
ICD10-A54.5,206205
ICD10-M26.19,206206
ICD10-Q30.8,206207
ICD10-K83.09,206208
ICD10-T04,206209
ICD10-S64.8,206210
ICD10-Q37,206211
ICD10-B00.5,206212
ICD10-J70,206213
ICD10-O06.4,206214
ICD10-D40.1,206215
ICD10-D11,206216
ICD10-G73.6,206217
ICD10-I70,206218
ICD10-I51.3,206219
ICD10-I36.2,206220
ICD10-G90.3,206221
ICD10-C79.4,206222
ICD10-L90.8,206223
ICD10-H27.11,206224
ICD10-T13,206225
ICD10-E74.03,206226
ICD10-N21.0,206227
ICD10-S00.7,206228
ICD10-B25,206229
ICD10-K59.4,206230
ICD10-J90,206231
ICD10-G61,206232
ICD10-N85.00,206233
ICD10-D10.2,206234
ICD10-H50.00,206235
ICD10-L25,206236
ICD10-M96.6,206237
ICD10-N46.01,206238
ICD10-H53.11,206239
ICD10-S56.7,206240
ICD10-J45,206241
ICD10-C84,206242
ICD10-C79.5,206243
ICD10-M47.8,206244
ICD10-S95.0,206245
ICD10-T86.290,206246
ICD10-M83.4,206247
ICD10-M65.2,206248
ICD10-C03,206249
ICD10-N90.7,206250
ICD10-I69,206251
ICD10-P22,206252
ICD10-M73,206253
ICD10-R50.9,206254
ICD10-R00.0,206255
ICD10-Z00.5,206256
ICD10-H53.02,206257
ICD10-K63.8,206258
ICD10-M01,206259
ICD10-D47.Z2,206260
ICD10-D57,206261
ICD10-K76,206262
ICD10-M00-M25,206263
ICD10-Q77.3,206264
ICD10-L43.8,206265
ICD10-G25.6,206266
ICD10-I82.9,206267
ICD10-I21.4,206268
ICD10-G43.1,206269
ICD10-K29.7,206270
ICD10-C91.9,206271
ICD10-S38,206272
ICD10-L50.9,206273
ICD10-K56.5,206274
ICD10-F50.00,206275
ICD10-C22.9,206276
ICD10-C68.9,206277
ICD10-S46.7,206278
ICD10-M77,206279
ICD10-Q70.10,206280
ICD10-M26.60,206281
ICD10-M79.1,206282
ICD10-M86.3,206283
ICD10-S29.0,206284
ICD10-E71.529,206285
ICD10-M14.0,206286
ICD10-S38.1,206287
ICD10-H10-H13,206288
ICD10-C80.1,206289
ICD10-E87.2,206290
ICD10-E74.39,206291
ICD10-L40.50,206292
ICD10-Y88.1,206293
ICD10-R37,206294
ICD10-M14.8,206295
ICD10-N48.9,206296
ICD10-D10.7,206297
ICD10-G46,206298
ICD10-C84.A0,206299
ICD10-H49,206300
ICD10-Q70.4,206301
ICD10-G82.1,206302
ICD10-C95.90,206303
ICD10-N76.5,206304
ICD10-P94.2,206305
ICD10-H25.0,206306
ICD10-P27.1,206307
ICD10-S36.6,206308
ICD10-D69.2,206309
ICD10-J70.2,206310
ICD10-P52.1,206311
ICD10-S61.0,206312
ICD10-N94.6,206313
ICD10-I67.6,206314
ICD10-D16,206315
ICD10-H47.32,206316
ICD10-E40-E46,206317
ICD10-N89.6,206318
ICD10-N41.2,206319
ICD10-O07.0,206320
ICD10-M03,206321
ICD10-C60-C63,206322
ICD10-M06.1,206323
ICD10-H66.3,206324
ICD10-P71.3,206325
ICD10-K13.4,206326
ICD10-N92.4,206327
ICD10-K14,206328
ICD10-P78,206329
ICD10-F04,206330
ICD10-S84.8,206331
ICD10-Q66.3,206332
ICD10-K65.0,206333
ICD10-A18.8,206334
ICD10-L10.9,206335
ICD10-I51.7,206336
ICD10-C84.9,206337
ICD10-P56,206338
ICD10-N28.8,206339
ICD10-J30.2,206340
ICD10-B81.0,206341
ICD10-I10,206342
ICD10-L89,206343
ICD10-G43.0,206344
ICD10-N84.3,206345
ICD10-D38.3,206346
ICD10-G58.7,206347
ICD10-N18.6,206348
ICD10-N73.8,206349
ICD10-C21,206350
ICD10-P14.2,206351
ICD10-M48.0,206352
ICD10-T86.41,206353
ICD10-S82.2,206354
ICD10-I23.6,206355
ICD10-R06.89,206356
ICD10-H10.0,206357
ICD10-S37.0,206358
ICD10-D52,206359
ICD10-M76.3,206360
ICD10-D89.82,206361
ICD10-L94.5,206362
ICD10-F60.2,206363
ICD10-C24.9,206364
ICD10-J45.90,206365
ICD10-E83.119,206366
ICD10-K38.2,206367
ICD10-G00.1,206368
ICD10-H53.00,206369
ICD10-B55.9,206370
ICD10-A51.5,206371
ICD10-S05.4,206372
ICD10-E80.5,206373
ICD10-G45,206374
ICD10-C44,206375
ICD10-J63.0,206376
ICD10-C94.7,206377
ICD10-M95,206378
ICD10-A48.4,206379
ICD10-D75.2,206380
ICD10-S08,206381
ICD10-N41.8,206382
ICD10-E53.0,206383
ICD10-N97.9,206384
ICD10-F05.9,206385
ICD10-N91,206386
ICD10-G45.1,206387
ICD10-D56.2,206388
ICD10-Q03.9,206389
ICD10-K62.8,206390
ICD10-N60.2,206391
ICD10-H35.10,206392
ICD10-F33.4,206393
ICD10-H50.9,206394
ICD10-18,206395
ICD10-G40.81,206396
ICD10-I85.9,206397
ICD10-J35.2,206398
ICD10-F33.1,206399
ICD10-F03.90,206400
ICD10-H49.3,206401
ICD10-D73.9,206402
ICD10-S02.4,206403
ICD10-S24,206404
ICD10-S25.7,206405
ICD10-D00.03,206406
ICD10-C91.0,206407
ICD10-G25.2,206408
ICD10-N04.9,206409
ICD10-I77.6,206410
ICD10-R15,206411
ICD10-S64.7,206412
ICD10-H49.1,206413
ICD10-A77.0,206414
ICD10-P22.9,206415
ICD10-M21.06,206416
ICD10-G91.9,206417
ICD10-Q87.1,206418
ICD10-H92.1,206419
ICD10-E20.8,206420
ICD10-C48.0,206421
ICD10-S25.0,206422
ICD10-I62.0,206423
ICD10-E34.52,206424
ICD10-E72.20,206425
ICD10-M43.9,206426
ICD10-M30.1,206427
ICD10-C50.9,206428
ICD10-Z01.5,206429
ICD10-S77.0,206430
ICD10-T79.A0,206431
ICD10-G72.4,206432
ICD10-Q24,206433
ICD10-K08.3,206434
ICD10-S87.0,206435
ICD10-N08,206436
ICD10-M94.20,206437
ICD10-S50.1,206438
ICD10-D14.1,206439
ICD10-I40.0,206440
ICD10-P91.6,206441
ICD10-E85.0,206442
ICD10-O01.9,206443
ICD10-N83.20,206444
ICD10-I39,206445
ICD10-I42.6,206446
ICD10-F10.0,206447
ICD10-L68.9,206448
ICD10-N64,206449
ICD10-O03.4,206450
ICD10-E79.8,206451
ICD10-G45.8,206452
ICD10-M89.1,206453
ICD10-S56.3,206454
ICD10-M43.1,206455
ICD10-E78.2,206456
ICD10-E80.29,206457
ICD10-S28,206458
ICD10-T78.0,206459
ICD10-S43.5,206460
ICD10-O07,206461
ICD10-D40,206462
ICD10-G82.4,206463
ICD10-G51,206464
ICD10-K61.2,206465
ICD10-E72.21,206466
ICD10-F06.7,206467
ICD10-E75.02,206468
ICD10-N70-N77,206469
ICD10-L81.2,206470
ICD10-C75,206471
ICD10-Q72.0,206472
ICD10-S26,206473
ICD10-N51.2,206474
ICD10-F84.3,206475
ICD10-Q89.01,206476
ICD10-Q66.5,206477
ICD10-E50.6,206478
ICD10-M86.2,206479
ICD10-M65.3,206480
ICD10-K07.4,206481
ICD10-R41,206482
ICD10-D00.0,206483
ICD10-I67.0,206484
ICD10-J06.9,206485
ICD10-S73.1,206486
ICD10-G56.00,206487
ICD10-S85.0,206488
ICD10-S36,206489
ICD10-C81-C96,206490
ICD10-C06.8,206491
ICD10-L42,206492
ICD10-O24.4,206493
ICD10-H92.0,206494
ICD10-G00-G09,206495
ICD10-M33.13,206496
ICD10-C92.6,206497
ICD10-A75.1,206498
ICD10-L50.2,206499
ICD10-K31.8,206500
ICD10-C63,206501
ICD10-E79.1,206502
ICD10-E73,206503
ICD10-K04.8,206504
ICD10-T63.4,206505
ICD10-F32.0,206506
ICD10-N34.1,206507
ICD10-A63.8,206508
ICD10-Q78.6,206509
ICD10-H93.0,206510
ICD10-D53.2,206511
ICD10-K59.9,206512
ICD10-S02.8,206513
ICD10-A49.9,206514
ICD10-M22.8,206515
ICD10-H66.90,206516
ICD10-S09,206517
ICD10-H35.52,206518
ICD10-R16,206519
ICD10-G00.3,206520
ICD10-J93.83,206521
ICD10-E71.541,206522
ICD10-R80.9,206523
ICD10-S63.2,206524
ICD10-E28.9,206525
ICD10-M33.1,206526
ICD10-T56.1X,206527
ICD10-M75.0,206528
ICD10-B56,206529
ICD10-Q96.0,206530
ICD10-A83.6,206531
ICD10-N00-N08,206532
ICD10-G70.2,206533
ICD10-S37.6,206534
ICD10-G43.009,206535
